Year,ICPSR_State_Code,Alphanumeric_State_Code,State,Turnout_Rates_VEP_Total_Ballots_Counted,Turnout_Rates_VEP_Highest_Office,Turnout_Rates_VAP_Highest_Office,Numerators_Total_Ballots_Counted,Numerators_Highest_Office,Denominators_Voting_Eligible_Population_VEP,Denominators_Voting_Age_Population_VAP_,Non_citizen,Prison,Probation,Parole,Total_Ineligible_Felon,Overseas_Eligible
1986,5,40,Rhode Island,45.4,43,40.4,322724,305663,711034,756297,5.2,1358,8174,453,5898,
1986,48,41,South Carolina,31.9,31.5,30.9,763493,753751,2393329,2437430,0.8,11676,21110,3066,25297,
1986,37,42,South Dakota,,60.1,59.7,,295830,492333,495833,0.5,1081,0,0,1081,
1986,54,43,Tennessee,,34.8,34.3,,1210339,3478867,3532177,0.7,7591,26291,8600,29337,
1986,49,44,Texas,,31.9,29.3,,3442368,10786533,11732625,6,38534,290074,57509,241080,
1986,67,45,Utah,43.5,42.5,41.5,445499,435111,1024337,1049339,2.4,0,0,0,0,
1986,6,46,Vermont,54.3,50.5,49.7,211709,196716,389843,396034,1.6,0,0,0,0,
1986,40,47,Virginia,,29.1,28.1,,1233611,4240797,4394143,2.9,12930,17126,5767,27260,
1986,73,48,Washington,43.1,42.4,40.4,1358160,1337367,3151152,3310457,3.6,6603,49663,7666,39101,
1986,56,49,West Virginia,32.8,29.9,29.7,449249,410131,1370305,1380916,0.4,1472,4241,968,4561,
1986,25,50,Wisconsin,,44.5,43.7,,1526960,3432034,3495584,1.2,5736,24648,3854,21914,
1986,68,51,Wyoming,51.3,50.1,49.3,168615,164720,328971,334385,1,861,1840,337,2118,
1984,0,0,United States,0,55.2,53.3,,92652680,167701904,173994610,4.3,454092,1012936,204686,1165246,2360867
1984,41,1,Alabama,,50.9,50.3,,1441713,2831099,2867180,0.5,10482,16338,2194,20845,
1984,81,2,Alaska,62.1,60.5,58.6,213173,207605,343030,354410,2.3,1967,2064,147,3146,
1984,61,3,Arizona,48.9,47.7,45.3,1051339,1025897,2151391,2263826,4.2,7845,16687,1660,17849,
1984,42,4,Arkansas,,53,52.3,,884406,1668136,1689480,0.5,4482,8238,3463,12064,
1984,71,5,California,58.9,57.2,49.3,9796375,9505423,16618345,19270739,13.4,43197,0,30645,73842,
1984,62,6,Colorado,59.2,57.1,55.7,1343437,1295380,2267668,2325829,2.3,3231,0,1709,4940,
1984,1,7,Connecticut,64.8,63.8,60.3,1490946,1466900,2300533,2431057,4.1,5718,46681,868,29927,
1984,11,8,Delaware,58.4,57.5,55.9,258182,254572,442354,455312,1.5,2202,6373,830,6219,
1984,55,9,District of Columbia,46.5,44.8,41.8,219193,211288,471669,505550,5.8,4521,0,0,4521,
1984,43,10,Florida,,52.4,48.3,,4180051,7976805,8656427,6.8,26914,118318,5661,91734,
1984,44,11,Georgia,,43.1,41.9,,1776120,4119852,4243165,1.3,15404,90057,7246,67679,
1984,82,12,Hawaii,50.3,48.4,44.7,349253,335846,694187,750909,7.3,1965,0,0,1965,
1984,63,13,Idaho,63.7,62,60.8,421935,411144,662771,675772,1.7,1253,0,0,1253,
1984,21,14,Illinois,62.7,60.8,57.9,4969352,4819088,7922605,8327065,4.7,17114,0,0,17114,
1984,22,15,Indiana,57.9,57,56.4,2268493,2233069,3916362,3960870,0.9,9328,0,0,9328,
1984,31,16,Iowa,65.1,64.1,63.3,1339886,1319805,2057482,2084995,0.8,2836,11924,1662,10460,
1984,32,17,Kansas,,58.4,57.4,,1021991,1751223,1779487,1.3,4244,0,0,4244,
1984,51,18,Kentucky,,51.8,51.2,,1369345,2643027,2672424,0.5,4820,15004,3567,15889,
1984,45,19,Louisiana,,56.5,55.6,,1706822,3019930,3072074,1.3,13659,0,0,13659,
1984,2,20,Maine,,65.8,64.9,,553144,840251,852022,1.4,0,0,0,0,
1984,52,21,Maryland,54.5,53.8,51.1,1695924,1675873,3113967,3278321,3.4,13124,64827,7046,52584,
1984,3,22,Massachusetts,60.7,59.9,57,2595054,2559453,4273437,4486676,4.8,0,0,0,0,
1984,23,23,Michigan,60.6,59.3,58,3884854,3801658,6407156,6550877,2,14604,0,0,14604,
1984,33,24,Minnesota,70.9,69.9,68.6,2115317,2084449,2982015,3039490,1.3,2167,31440,1418,19305,
1984,46,25,Mississippi,,53.3,52.7,,941104,1766654,1787243,0.5,6115,6570,3108,12508,
1984,34,26,Missouri,,58.7,57.8,,2122783,3617948,3671506,0.8,8770,23574,4366,24923,
1984,64,27,Montana,68.2,66.4,65.8,395006,384377,578925,584162,0.7,964,0,0,964,
1984,35,28,Nebraska,59.1,57.5,56.6,670781,652090,1135012,1152310,0.9,1665,10763,361,7408,
1984,65,29,Nevada,44.8,43.6,41.1,294413,286667,656862,697185,4.7,3488,5226,1187,7288,
1984,4,30,New Hampshire,56.6,54.1,53.1,406608,388904,718967,732480,1.8,581,0,0,581,
1984,12,31,New Jersey,60.5,60.5,56.5,3215941,3217862,5318696,5699440,5.9,10363,44208,12206,44673,
1984,66,32,New Mexico,54.6,53.8,51.9,522328,514370,956246,990632,2.9,2129,3926,1194,5286,
1984,13,33,New York,57.2,55.6,50.9,7000828,6806810,12232120,13373558,8.1,33109,0,24212,57321,
1984,47,34,North Carolina,,48.2,47.3,,2175361,4512013,4598151,0.9,16371,52600,3892,46563,
1984,36,35,North Dakota,67.2,64,63.5,324179,308971,482655,486449,0.7,432,0,0,432,
1984,24,36,Ohio,60.3,58.8,58,4664223,4547619,7732456,7836806,1.1,18619,0,0,18619,
1984,53,37,Oklahoma,55.5,54,52.9,1290555,1255676,2324445,2373014,1.2,7872,18809,1880,19157,
1984,72,38,Oregon,66.4,64.3,62.5,1265824,1226527,1906880,1962501,2.6,4224,0,0,4224,
1984,14,39,Pennsylvania,,55.1,54.3,,4844903,8790815,8918353,1.3,13090,0,0,13090,
1984,5,40,Rhode Island,60.6,58.8,55.5,422851,410492,697537,739064,4.9,1221,7147,394,5189,
1984,48,41,South Carolina,43.7,41.6,40.9,1018701,968529,2329080,2368236,0.7,9892,17043,3441,21855,
1984,37,42,South Dakota,,64.3,63.8,,317867,494651,497849,0.5,921,0,0,921,
1984,54,43,Tennessee,,50.1,49.4,,1711994,3415760,3463234,0.6,7307,23598,6524,25630,
1984,49,44,Texas,,51,47.4,,5397571,10582774,11397758,5.4,36682,235568,40783,195249,
1984,67,45,Utah,64.3,63,61.6,641846,629656,998820,1022083,2.3,0,0,0,0,
1984,6,46,Vermont,61.6,61.5,60.5,235140,234561,381479,387620,1.6,0,0,0,0,
1984,40,47,Virginia,,52.4,50.7,,2146635,4100160,4234017,2.6,10839,16690,5986,25170,
1984,73,48,Washington,62.9,61.3,58.6,1931546,1883910,3072714,3213263,3.4,6821,39181,5253,31665,
1984,56,49,West Virginia,,52.9,52.5,,735742,1391427,1401733,0.4,1579,3597,724,4102,
1984,25,50,Wisconsin,,64.9,63.8,,2211689,3409202,3468053,1.1,4974,22426,3853,20040,
1984,68,51,Wyoming,57.9,55.8,54.9,196153,188968,338733,343957,1,724,1708,352,1930,
1982,0,0,United States (Excl. Louisiana),0,42.1,40.7,,67615576,160466919,166027633,4,399102,789951,165559,959637,1981895
1982,41,1,Alabama,,40.6,40.1,,1128725,2780689,2813033,0.5,9233,14229,2266,18614,
1982,81,2,Alaska,64.9,63.4,61.5,199458,194885,307558,316787,2.2,1322,1816,101,2331,
1982,61,3,Arizona,36.8,36,34.4,742923,726364,2017098,2112246,3.8,6069,14949,1527,15071,
1982,42,4,Arkansas,,48.1,47.6,,789351,1639482,1656707,0.5,3922,3384,3061,8675,
1982,71,5,California,49.9,48.7,42.7,8064314,7876698,16161555,18448245,12.1,34640,0,18913,53553,
1982,62,6,Colorado,47.3,43.5,42.5,1037774,956021,2196263,2248839,2.1,3042,0,1202,4244,
1982,1,7,Connecticut,49.4,48.1,45.7,1112428,1084156,2253328,2369975,4,5156,33061,1311,22998,
1982,11,8,Delaware,45.5,44.4,43.3,195726,190960,430257,441374,1.4,2068,4626,621,5002,
1982,55,9,District of Columbia,,25,23.5,,117623,470719,500492,5.1,4081,0,0,4081,
1982,43,10,Florida,,35.5,33,,2688566,7565499,8139171,6.3,27830,57074,5974,62341,
1982,44,11,Georgia,,29.6,28.9,,1169041,3945107,4047788,1.1,14405,78097,4897,58351,
1982,82,12,Hawaii,48.5,46.5,43.1,325459,311853,671172,724189,7.1,1461,0,0,1461,
1982,63,13,Idaho,51.1,50.2,49.3,332237,326522,650534,662251,1.6,1044,0,0,1044,
1982,21,14,Illinois,48.8,46.5,44.3,3856875,3673681,7908220,8284606,4.4,14293,0,0,14293,
1982,22,15,Indiana,47.3,46.8,46.3,1834225,1817287,3879314,3921907,0.9,8790,0,0,8790,
1982,31,16,Iowa,50.8,50.2,49.6,1050495,1038229,2068844,2094031,0.8,2829,10625,1050,9192,
1982,32,17,Kansas,,44,43.3,,763263,1736298,1761238,1.2,3078,0,0,3078,
1982,51,18,Kentucky,,26.8,26.5,,700322,2615445,2642810,0.5,4031,14516,3430,14719,
1982,45,19,Louisiana,,,,,,2982702,3029834,1.2,10930,0,0,10930,
1982,2,20,Maine,,56.3,55.5,,460295,817814,828907,1.3,0,0,0,0,
1982,52,21,Maryland,39.2,37.5,35.9,1190011,1139149,3034834,3174995,3,11617,52603,6024,43943,
1982,3,22,Massachusetts,50.3,49,46.9,2103780,2050769,4184146,4375262,4.4,0,0,0,0,
1982,23,23,Michigan,49.3,47.8,46.8,3135928,3040008,6357552,6498711,1.9,14913,0,0,14913,
1982,33,24,Minnesota,62.3,61.3,60.3,1834737,1804675,2943169,2993256,1.1,2081,24320,1479,15720,
1982,46,25,Mississippi,,37,36.6,,645026,1743267,1762406,0.4,5484,6304,2914,11550,
1982,34,26,Missouri,,43.3,42.7,,1543521,3567803,3615526,0.7,7445,21637,2556,20820,
1982,64,27,Montana,57.6,56.4,55.9,328082,321062,569629,574592,0.7,914,0,0,914,
1982,35,28,Nebraska,49.6,48.5,47.8,559422,547902,1128918,1145316,0.8,1739,9964,309,7030,
1982,65,29,Nevada,39.1,38.7,36.7,242578,240394,621060,655823,4.4,2753,4733,1065,6185,
1982,4,30,New Hampshire,42.1,41.2,40.5,289057,282588,686264,698424,1.7,445,0,0,445,
1982,12,31,New Jersey,43.8,42,39.4,2286925,2193945,5224732,5563627,5.4,8191,38186,10514,37798,
1982,66,32,New Mexico,45.5,44.3,42.9,417945,407466,919311,949133,2.6,1718,3854,1206,4851,
1982,13,33,New York,44.9,43.4,40,5437367,5254891,12118685,13150573,7.5,27945,0,21062,49007,
1982,47,34,North Carolina,,30.4,29.8,,1321080,4347870,4427095,0.8,16569,44274,6910,45616,
1982,36,35,North Dakota,57.2,55,54.6,272876,262465,476851,480367,0.7,322,0,0,322,
1982,24,36,Ohio,46.2,44.1,43.6,3551995,3395463,7692059,7793022,1.1,17317,0,0,17317,
1982,53,37,Oklahoma,39.1,38.4,37.6,901488,883130,2302670,2346265,1.2,6500,14749,1858,15733,
1982,72,38,Oregon,56.1,55,53.5,1063913,1042009,1895706,1946116,2.4,3900,0,0,3900,
1982,14,39,Pennsylvania,,42.1,41.5,,3683985,8749931,8869173,1.2,10508,0,0,10508,
1982,5,40,Rhode Island,54.2,50,47.4,370928,342779,684977,723060,4.6,1037,6501,327,4615,
1982,48,41,South Carolina,30.4,29.7,29.2,688300,671625,2260577,2297223,0.7,9137,16981,3175,20803,
1982,37,42,South Dakota,,56.9,56.6,,278562,489474,492367,0.4,791,0,0,791,
1982,54,43,Tennessee,,37.5,37.1,,1259785,3357236,3393233,0.6,7869,10101,3303,16223,
1982,49,44,Texas,,31.2,29.2,,3191091,10228820,10910762,4.9,36149,177270,26274,151058,
1982,67,45,Utah,55.8,55.1,53.9,537207,530802,962724,984073,2.2,0,0,0,0,
1982,6,46,Vermont,46.1,45.4,44.6,172084,169251,372982,379067,1.6,0,0,0,0,
1982,40,47,Virginia,,35.7,34.7,,1415622,3960296,4076585,2.3,10079,14813,6487,23973,
1982,73,48,Washington,46.8,45.6,43.6,1404831,1368476,2999997,3138109,3.1,6264,60142,3047,39382,
1982,56,49,West Virginia,,40.4,40.1,,565314,1399303,1409116,0.4,1547,2711,610,3513,
1982,25,50,Wisconsin,,46.9,46.1,,1580344,3372875,3426394,1,4714,19603,3125,17641,
1982,68,51,Wyoming,50,49,48.3,172065,168555,344218,349060,0.9,702,1303,244,1598,
1980,0,0,United States,0,54.2,52.6,,86515221,159635102,164445475,3.5,324410,618471,168331,801977,1803021
1980,41,1,Alabama,,49.2,48.7,,1341929,2726249,2753078,0.4,6543,10985,2547,14583,
1980,81,2,Alaska,60.2,58.7,57.1,162653,158445,270122,277261,2,822,1181,93,1506,
1980,61,3,Arizona,47.5,46.2,44.4,898183,873945,1890167,1968947,3.4,4372,12584,1093,11757,
1980,42,4,Arkansas,,52,51.5,,837582,1610104,1624917,0.5,2911,2400,2855,6966,
1980,71,5,California,56.2,55,48.9,8775459,8587063,15610966,17551451,10.8,24569,0,15253,39822,
1980,62,6,Colorado,59.1,57.2,55.9,1225549,1184415,2071959,2118092,2,2629,0,927,3556,
1980,1,7,Connecticut,64.7,63.9,61,1423403,1406285,2201356,2305904,3.8,4308,22981,1932,17731,
1980,11,8,Delaware,56.8,56,54.7,239136,235900,421344,430879,1.3,1474,3762,619,3974,
1980,55,9,District of Columbia,37.9,37.2,35.3,178434,175237,470956,496230,4.5,3145,0,0,3145,
1980,43,10,Florida,,52,48.7,,3686930,7088658,7575002,5.8,20735,38906,8823,49011,
1980,44,11,Georgia,,42.1,41.3,,1596695,3791652,3870251,0.9,12178,58450,3169,44572,
1980,82,12,Hawaii,49.2,46.9,43.6,318026,303287,646583,695906,6.9,985,0,0,985,
1980,63,13,Idaho,70.4,69,67.9,446045,437431,633624,644004,1.5,817,0,0,817,
1980,21,14,Illinois,61.9,60.4,57.8,4868890,4749721,7868300,8216218,4.1,11899,0,0,11899,
1980,22,15,Indiana,59.2,58.3,57.7,2275433,2242033,3846321,3885473,0.8,6683,0,0,6683,
1980,31,16,Iowa,63.5,63.6,62.9,1314258,1317661,2070935,2093321,0.7,2481,8815,639,7528,
1980,32,17,Kansas,,57.5,56.8,,979795,1704420,1726471,1.1,2494,0,0,2494,
1980,51,18,Kentucky,,50.5,49.9,,1294627,2562572,2592185,0.5,3588,12400,8120,17908,
1980,45,19,Louisiana,,54,53.2,,1548591,2868792,2910776,1.1,8889,0,0,8889,
1980,2,20,Maine,,65.4,64.6,,523011,799746,810240,1.3,0,0,0,0,
1980,52,21,Maryland,52.5,52,50,1557709,1540496,2964704,3081409,2.7,7731,41661,6436,34998,
1980,3,22,Massachusetts,62.4,61.4,59,2566807,2524298,4110721,4281265,4,0,0,0,0,
1980,23,23,Michigan,62.4,61.3,60,3978647,3909725,6374955,6514790,1.9,15124,0,0,15124,
1980,33,24,Minnesota,72.1,71.2,70,2079451,2051980,2882406,2929927,1,2001,27000,1534,17035,
1980,46,25,Mississippi,,52.4,51.9,,892620,1704163,1719825,0.4,3902,4864,2292,8626,
1980,34,26,Missouri,,59.5,58.8,,2099824,3529489,3571609,0.7,5726,17400,2395,16821,
1980,64,27,Montana,67.1,65.6,65.1,371976,363952,554636,559165,0.7,739,0,0,739,
1980,35,28,Nebraska,58.4,57.5,56.7,651281,640854,1115142,1129653,0.8,1446,7980,292,5728,
1980,65,29,Nevada,51.9,43.3,41.1,297318,247885,573118,602463,4,1839,4989,1052,5386,
1980,4,30,New Hampshire,60.9,58.1,57.2,402415,383990,660560,671558,1.6,326,0,0,326,
1980,12,31,New Jersey,58.5,58.1,54.9,2999879,2975684,5123773,5420255,4.9,5884,29239,8911,29415,
1980,66,32,New Mexico,53.2,52.3,50.9,464848,456971,873515,897946,2.3,1279,2794,884,3560,
1980,13,33,New York,53,51.7,48,6359218,6201959,12006100,12932357,6.8,21815,0,19652,41467,
1980,47,34,North Carolina,,44.1,43.4,,1855833,4203817,4272156,0.7,15513,36467,6496,40243,
1980,36,35,North Dakota,68,65.2,64.8,314525,301545,462223,465447,0.6,253,0,0,253,
1980,24,36,Ohio,57.3,56.1,55.4,4378937,4283603,7637813,7732705,1.1,13489,0,0,13489,
1980,53,37,Oklahoma,54.2,53.2,52.2,1172303,1149708,2162051,2201257,1.1,4796,14360,2232,14208,
1980,72,38,Oregon,64.3,62.8,61.4,1209691,1181516,1880863,1925651,2.2,3177,0,0,3177,
1980,14,39,Pennsylvania,,52.6,52,,4561501,8664166,8774885,1.2,8171,0,0,8171,
1980,5,40,Rhode Island,62.7,61.6,58.6,423349,416072,675067,709692,4.3,813,5501,257,3821,
1980,48,41,South Carolina,42.4,41.1,40.4,922397,894071,2176721,2212354,0.6,7862,20589,3124,21281,
1980,37,42,South Dakota,,67.7,67.3,,327703,484328,486893,0.4,635,0,0,635,
1980,54,43,Tennessee,,49.2,48.8,,1617616,3285608,3318036,0.5,7022,9130,3097,14684,
1980,49,44,Texas,,47.4,44.9,,4541636,9572904,10120613,4.3,29892,131996,17235,113125,
1980,67,45,Utah,66.6,66,64.6,609691,604222,915484,934767,2.1,0,0,0,0,
1980,6,46,Vermont,59.3,58.7,57.8,215500,213299,363143,369147,1.6,0,0,0,0,
1980,40,47,Virginia,,48.7,47.5,,1866032,3830887,3927383,2,8920,11463,4783,19435,
1980,73,48,Washington,60.6,59.6,57.4,1772904,1742394,2923670,3037193,2.9,4399,12527,14669,25332,
1980,56,49,West Virginia,53.5,53.2,52.8,742150,737715,1387231,1396595,0.5,1257,2650,475,3057,
1980,25,50,Wisconsin,,68.4,67.4,,2273221,3322053,3371087,1,3980,19088,2639,16163,
1980,68,51,Wyoming,55.4,54.1,53.4,181004,176713,326644,330784,0.9,534,940,154,1158,
