Year,ICPSR_State_Code,Alphanumeric_State_Code,State,Turnout_Rates_VEP_Total_Ballots_Counted,Turnout_Rates_VEP_Highest_Office,Turnout_Rates_VAP_Highest_Office,Numerators_Total_Ballots_Counted,Numerators_Highest_Office,Denominators_Voting_Eligible_Population_VEP,Denominators_Voting_Age_Population_VAP_,Non_citizen,Prison,Probation,Parole,Total_Ineligible_Felon,Overseas_Eligible
2014,0,0,United States,36.7,36,33.2,83262122,81687059,227157964,245712915,8.4,1493706,2298993,548576,3329718,5345814
2014,41,1,Alabama,33.2,32.9,31.5,1191274,1180413,3588783,3751844,2.5,31691,53640,8097,69826,
2014,81,2,Alaska,54.8,54.2,51,285431,282382,520562,553473,3.9,5216,7077,2210,11389,
2014,61,3,Arizona,34.1,33.4,29.5,1537671,1506416,4510186,5110890,10.1,37516,73232,7502,86028,
2014,42,4,Arkansas,40.3,40.1,37.5,852642,848592,2117881,2263040,4,17756,28192,21743,55287,
2014,71,5,California,30.7,29.9,24.7,7513972,7317581,24440416,29646675,16.8,136088,0,87104,223192,
2014,62,6,Colorado,54.7,53.7,49.4,2080071,2041020,3800664,4128890,7.2,19121,0,10067,29188,
2014,1,7,Connecticut,42.5,42.3,38.5,1096556,1089880,2577311,2828791,8.2,16113,0,2564,18677,
2014,11,8,Delaware,34.9,34.3,31.8,238110,234038,681526,735156,5.1,6625,15665,676,16073,
2014,55,9,District of Columbia,35.7,35.3,32,177176,175071,495899,547228,9.4,0,0,0,0,
2014,43,10,Florida,43.3,42.8,37.6,6026802,5951561,13914216,15816663,10.6,95671,227087,4519,227359,
2014,44,11,Georgia,38.6,38.2,33.8,2596947,2567761,6725041,7601982,7.1,50499,471067,25547,339844,
2014,82,12,Hawaii,36.5,36.2,32.9,369554,366125,1012123,1113693,8.6,5721,0,0,5721,
2014,63,13,Idaho,39.8,39.3,36.5,445307,439830,1119882,1205611,4.6,7901,33450,4217,30850,
2014,21,14,Illinois,40.8,40.2,36.6,3680417,3627690,9028752,9922399,8.5,46465,0,0,46465,
2014,22,15,Indiana,28.7,27.8,26.7,1387622,1341814,4829510,5033872,3.5,28638,0,0,28638,
2014,31,16,Iowa,50.3,49.8,47.3,1142284,1129700,2269179,2386733,3.6,8686,29929,5769,31215,
2014,32,17,Kansas,43.3,42.5,39.8,887023,869502,2048164,2184712,5.2,9326,16328,4051,22521,
2014,51,18,Kentucky,44.9,44.2,42.2,1459409,1435868,3247300,3406506,2.7,21402,54107,16729,68431,
2014,45,19,Louisiana,44.9,43.9,41.5,1503975,1472039,3349433,3545845,3,37881,40979,29619,90448,
2014,2,20,Maine,58.7,58.1,57,616996,611255,1051557,1071521,1.9,0,0,0,0,
2014,52,21,Maryland,42,41.7,37.3,1745104,1733177,4154546,4645171,8.9,20388,79539,11537,76467,
2014,3,22,Massachusetts,44.7,44.1,40.2,2186789,2158326,4896296,5369534,8.6,10014,0,0,10014,
2014,23,23,Michigan,43.2,42.7,41,3188956,3156531,7383958,7700110,3.5,42900,0,0,42900,
2014,33,24,Minnesota,50.6,50.4,47.2,1992613,1981511,3935121,4194166,4.5,10003,97661,6642,71335,
2014,46,25,Mississippi,,29,27.9,,631858,2181131,2267463,1.7,18756,34398,9883,47902,
2014,34,26,Missouri,33.6,31.7,30.5,1509025,1426303,4493722,4682458,2.4,31432,47303,18495,76417,
2014,64,27,Montana,47.5,46.9,46.1,373831,369826,787748,802644,1.4,3681,0,0,3681,
2014,35,28,Nebraska,41.4,40.5,38,552115,539891,1334453,1419489,5,5221,12940,1067,13534,
2014,65,29,Nevada,29.6,29.3,25.2,552546,547349,1867644,2173640,12.9,12537,12027,5927,25199,
2014,4,30,New Hampshire,48.3,47.6,46,495565,488159,1025862,1061054,3,2867,0,0,2867,
2014,12,31,New Jersey,32.5,31.1,27,1955042,1869535,6014127,6936661,11.9,20255,115898,14889,100047,
2014,66,32,New Mexico,,35.4,32.3,,512805,1449503,1586442,7.5,6879,16060,2255,18128,
2014,13,33,New York,29,28.2,24.6,3930310,3819010,13553426,15544111,12.2,48376,0,44889,93265,
2014,47,34,North Carolina,41.2,40.8,37.9,2939767,2915281,7143737,7693406,5.9,35726,90918,10025,96665,
2014,36,35,North Dakota,45,43.8,42.7,255128,248670,567221,582205,2.3,1700,0,0,1700,
2014,24,36,Ohio,36.2,35.1,34.1,3149876,3055913,8701243,8969074,2.4,51024,0,0,51024,
2014,53,37,Oklahoma,30,29.9,28.1,825607,824831,2755091,2940437,4.7,27650,28568,2560,46208,
2014,72,38,Oregon,53.4,50.9,47.2,1541782,1469717,2887517,3115883,6.8,15075,0,0,15075,
2014,14,39,Pennsylvania,36.5,36.1,34.6,3535576,3495866,9689491,10100271,3.6,49643,0,0,49643,
2014,5,40,Rhode Island,42.4,41.7,38.5,329212,324055,776286,842605,7.5,3294,0,0,3294,
2014,48,41,South Carolina,35.2,34.8,33.1,1261611,1246301,3584461,3760480,3.5,20917,35096,5225,45796,
2014,37,42,South Dakota,44.7,44.3,43.1,282291,279412,630989,647810,1.6,3528,0,2611,6139,
2014,54,43,Tennessee,29.8,28.6,27.2,1430117,1374065,4799476,5060636,3.6,28495,62950,13498,77245,
2014,49,44,Texas,,28.3,23.8,,4727208,16675420,19847831,13.5,157361,388101,111412,486110,
2014,67,45,Utah,30.3,29.7,27.5,577973,565970,1905801,2054936,6.9,6824,0,0,6824,
2014,6,46,Vermont,40.8,38.9,38.1,202445,193087,495884,507304,2.3,0,0,0,0,
2014,40,47,Virginia,36.8,36.6,33.7,2194346,2184473,5962456,6489957,7.1,36943,54966,1732,69456,
2014,73,48,Washington,43.1,41.2,37.1,2123901,2029189,4928407,5467270,8.4,17345,94112,9880,79928,
2014,56,49,West Virginia,32,31.2,30.7,462864,451498,1447652,1472594,0.8,6873,7174,2749,13639,
2014,25,50,Wisconsin,56.9,56.6,53.9,2422248,2410314,4260427,4470265,3.2,22097,46212,20010,67986,
2014,68,51,Wyoming,39.7,39,37.3,171153,168390,431434,451484,3.1,2330,5196,715,5955,
2012,0,0,United States,58.6,58,53.6,130292355,129070906,222474111,240957993,8.4,1473412,2342582,637410,3352390,5127418
2012,41,1,Alabama,,58.6,56,,2074338,3539217,3707440,2.6,32232,57993,8616,71584,
2012,81,2,Alaska,58.9,58.7,55.3,301694,300495,511792,543763,3.8,5633,7173,1882,11317,
2012,61,3,Arizona,53,52.6,46.5,2323579,2306559,4387900,4959270,9.9,35188,72452,7460,81048,
2012,42,4,Arkansas,51.1,50.7,47.7,1078548,1069468,2109847,2242740,3.5,14471,30122,23372,53808,
2012,71,5,California,55.7,55.1,45.1,13202158,13038547,23681837,28913129,17.4,119455,0,89287,208742,
2012,62,6,Colorado,70.6,69.9,64.5,2596173,2569522,3675871,3981208,6.9,18807,0,11458,30265,
2012,1,7,Connecticut,61.4,61.3,55.6,1560640,1558960,2543202,2801375,8.5,16935,0,2793,19728,
2012,11,8,Delaware,,62.3,57.8,,413921,663967,715708,5.1,6610,15641,601,15501,
2012,55,9,District of Columbia,61.6,61.5,55.5,294254,293764,477582,528848,9.7,0,0,0,0,
2012,43,10,Florida,63.3,62.8,55.1,8538264,8474179,13495057,15380947,10.8,91954,240869,4538,224153,
2012,44,11,Georgia,59.3,59,52.3,3919355,3900050,6606607,7452696,7.2,52737,442061,24761,311790,
2012,82,12,Hawaii,44.5,44.2,39.9,437159,434697,982902,1088335,9.2,5544,0,0,5544,
2012,63,13,Idaho,61,59.8,55.6,666290,652274,1091410,1173727,4.6,7985,31606,3848,28584,
2012,21,14,Illinois,59.3,58.9,53.3,5279752,5242014,8899143,9827043,8.9,49348,0,0,49348,
2012,22,15,Indiana,56,55.2,52.9,2663368,2624534,4755291,4960376,3.6,28266,0,0,28266,
2012,31,16,Iowa,70.6,70.3,67.1,1589951,1582180,2251748,2356209,3.2,8470,29333,5151,29167,
2012,32,17,Kansas,58.2,56.9,53.5,1182771,1156254,2030686,2162442,5,9346,17021,5126,23493,
2012,51,18,Kentucky,56.2,55.7,53.4,1815843,1797212,3229185,3368684,2.2,21863,54511,14419,65173,
2012,45,19,Louisiana,60.8,60.2,57,2014548,1994065,3311626,3495847,2.7,40047,41298,28946,90881,
2012,2,20,Maine,69.3,68.2,67,724758,713180,1046008,1064779,1.8,0,0,0,0,
2012,52,21,Maryland,67.3,66.6,59.5,2734062,2707327,4063582,4553853,8.9,20871,96640,13195,85285,
